,index,tweets,label
2813,2012,@julie_neuhouser @gateaucocoa @perra_amargada @eerie_8 Pro tip: si no han ligado en un rato.. les valen la credencial con marcador Asexual. Pero pues no abusen ¿eh? Sí hay gente que es genuinamente de la A y pues.. manchadas no.,NP
6743,1582,"@bereaguilarv @Excelsior @Claudiashein Es terrible.Y tenemos que analizarlo y conceptualizarlo.Hay una deliberada desarticulación del aparato militar: construyen, siembran, reparten vacunas, vigilan bancos, detienen migrantes, duermen en aduanas. Pero no dan seguridad. Tienen prohibido confrontar al CO. Pro hi bi do.",NA
5557,396,Bi@venido a #Zacatecas @osoriochong esperemos que su visita sea placentera y benéfica para los #Zacatecanos,NA
6923,1762,"American players names in Spanish at Smash factor 6:
Ese Gordo= Sfat
Ese Dos Jota= S2J
La Luna= The Moon
Cero/Nada= N0ne
De Uno= D1",NA
4780,3979,"Mira la entrevista de @juanbaaq  con Cristina Espinosa, juez del @TSJDF sobre los derechos de los niños transgénero.
url url",NP
2133,1332,"Estados | Ser homosexual, delito en 72 países: informe - Diario Oaxaca url vía @diarioaxaca url",NP
3313,2512,"😂 Que Puñal jajajajajaja 
Igual compadre, exitoso Jueves ✌🏻️ url",NP
4313,3512,Muestra @Disney besos entre homosexuales en caricatura url url,NP
772,772,"@teffyantonelita cada que alguien te discrimine, lencha, piensa que tú igual discriminas a todas las mujeres Trans que no veas ""ok"" TOMA TRH",P
6209,1048,Mira si estoy loca x tu amor q en lugar de huir de ti te pido ayuda url,NA
5931,770,La loca del aeropuerto internacional La Aurora (@ Aeropuerto Internacional La Aurora (GUA)) url,NA
6059,898,"@victor_deportes @atlasfc @FD1340AM @jeronimocamber2 @DTPacoRamirez @medranoazteca @m8am @rgtito Anotenme para la rifa de la camisa que da el ñiño ahí en @FD1340AM
Y saludos a la chiva loca del nombre largo y feo! Mis respetos para Matrin, el Profe y @rgtito",NA
4531,3730,"@ixcolai Y no olvides qué hay gente trans/intersex que transicionaron desde los 6.
Qué hay MILLONES de cuerpos trans. Que POSIBLE y conoces a mujeres trans entre tu grupo social y nunca te lo ha dicho.

Créeme, el miedo de vivir/estar expuesta.. se siente acá también.",NP
653,653,Chillo como mariquita :(  #TheWalkingDead #twdseason8  #Twd url,P
3410,2609,"Septiembre 🏳️‍🌈
Mes de la patria. 🇲🇽

#gay #queer #lgbt #pride #gayboy #mexico #september #gayhot #diversity #activism #heels #horses #homosexual #marica url",NP
4991,4190,"@karlamotte @sof_j Bueno el tema es que las mujeres Cis son el grupo hegemónico. Mismo que con las mujeres blancas.

Pero entiendo tu punto, si lográramos que las mujeres excluyentes ACEPTEN que las mujeres trans somos mujeres.. y que podemos ser feministas, lo demás pues es solo dialogar.",NP
5374,213,@jalbvserr's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,NA
5210,49,"“El felicismo consiste en emprender lo que más te guste en cada momento de tu vida, sin dar muchos rodeos. Y, sobre todo, jugar al juego de la vida sin darle esa trascendencia loca que le damos a todo en la actualidad.”",NA
2434,1633,"💸 CONTENIDO NUEVO 💸
#transcdmx 📍
#cdmxtrans #mexicotrans  
 #ts  #transvestite  #transgirl    #trans  #transsexual  #femboy   #tgirl   #transexual   #transgender #shemale #transwoman  #futanari #trapito url url url",NP
1197,396,"@adrian_bradford @Armando_Frias_ @jfsantillan Mas estúpido eres tu, no sabes de los tratados y acuerdos entre México y USA.

Así como el documento en Washington que dice algo como: ""No vamos a gobernar a un país de maricones y arrastrados, que se maten entre ellos.  Nosotros solo necesitamos sus recursos""

Te falta url",NP
5547,386,"Una de mis amigas esta siendo agredida fisica y mentalmente y ya no se que hacer, ella definitivamente no quiere salir de esa puta relación, pero es desesperante como amiga no poder ayudarla 😪",NA
6246,1085,"Vestida de invierno @ Queretaro, Mexico url",NA
1953,1152,@Joako00 Gay anciano = Delicious 😋,NP
3268,2467,"@MmDivacel @iamfcojacome No estamos, o al menos yo, en contra del negocio, de las ganancias que pudiera generar un concurso de drag; lo que no me parece congruente es que se ""apoye"" ese programa cuando ha demostrado que le vale la homofobia y/o transfobia que pueda ocasionar",NP
5522,361,Nieve!! José al fresco Jimenez 😍 puto tequila ajuaaaa! 😆… url,NA
4284,3483,"@Montsysa Básicamente tienen una misión de NO PENES. Y ya.

Mujeres trans? NO! Tienen falos.
Mujeres Bi? NO! A veces están con falos.
Mujeres hétero? NO! Siempre están con falos.

Y honestamente no sé cómo se soluciona esa caray.",NP
2907,2106,Hoy en el día internacional de la visibilidad #Bisexual aprendamos las diferencias entre bisexual y pansexual. url,NP
32,32,"@lalo_looney Ps harto chisme con la lechugona esa, que ya sacó el cobre y q pura mamada eso d q era chida",P
782,782,@PepeMontalvo @cometa_ es un puñal.,P
3867,3066,Lo más leído de la semana: 6 hombres trans que nos platican en un párrafo cómo fue su transición url,NP
5244,83,Parezco loca hablando sola😂,NA
6750,1589,"03:38 #PrecauciónVial por choque en el Eje 3 Oriente y Mariquita Sánchez, colonia U.H. CTM Culhucan Secc. 6, servicios de emergencia laboran en el lugar.",NA
5247,86,@juanluis11 Nah. Esta mejor vestida ella 🥰🥰🥰,NA
3773,2972,@Koqewiz Ya. Solo por existir y ser mujer trans. Qué más da.,NP
712,712,@LpezVergara2 @el_mas_callado url también hay mucho travesti y trans 🙄,P
4106,3305,"#México
#CarmenCampuzano anima con su música marcha del #OrgulloGay en la #CDMX - LEE ➢ url url",NP
778,778,"@AlmaDeliaMC PERO luego tienes un grupo de gente bisexual que criaron enseñando a negar una parte de su sexualidad. PERO SABEN que ahí está, y se la pasan preguntando ""si yo me enseñé a que no me gusten los hombres.. por que chingados este homosexual no puede hacer lo mismo?""",P
5052,4251,Daniel Bisogno se divirtió en un bar gay url,NP
1301,500,"@zepedapech Que no eras queer, afrodecendiente, viriginal y revolucionaria?",NP
481,481,@gaboo_o  e joto invitate a ver el juego el sabado jijiujiuj,P
2394,1593,"Ser homosexual no es una elección. Ser un joto obvio, lioso, diva, promiscuo, eso si se elige. 💅",NP
599,599,@andreaurriza fue @ManceraMiguelMX y sus amigos jotos,P
2776,1975,"No hay hormonas, no hay cirugías, neta son un PUÑADO de niñes no es como que ahora sus escuelas van a ser así transescuelas. La gente trans somos LGB+ no se “acaban las lesbianas” (que me lo dicen a veces)

Pero no. Detengamos el trámite. Para hacerle un 8 la vida a otres.",NP
6796,1635,"Wow, la gente religiosa anda poniéndose muy loca en redes con quienes les comentan que el Vaticano no ha hecho casi nada por el COVID

Pero miren, ¡ya donaron 30 respiradores! 
Tan solo 1,170 menos que Elon Musk, y no es como que sean tan ricos o más que UN billonario. Pf.",NA
2965,2164,"De paso no se pierdan trans-identitario, mi columna en @ViceMexico url
¡Mil gracias @vaquero105 por el espacio al aire :)",NP
3648,2847,"@la_go_mess Creo que leíste mal. Decía qué hay feministas que insisten las TERF no existen, no que las mujeres trans no existen.

Y acerca de los coloquios, luego que me bajaran de dos eventos feministas por no “nacer mujer”, pos 🤷🏼‍♀️",NP
2926,2125,Nadie tiene una vida impecable. Pero me parece que deberían ser dos temas separados. Chico favor le hace a la comunidad gay así. url,NP
4066,3265,"@LorenaMeritano @EonlineLatino Ay, entiendo el punto millones. Pero luego en este rubro (tele, cine, talentos) hay TANTA cultura de “no decir” eres LGBT+ que es súper triste.

Celebro mil a la gente abiertamente LGBT+. 

Si tuviera un dólar por cada artista gay que prefiere callar.",NP
863,62,"Leyendo por ahí.. Hay gente que está convencida estas son las primeras olimpiadas con gente trans, gay, lesbianas, bisexuales, etc.

Créanme, nomás era que antes no lo podían decir.",NP
6405,1244,"Qué paren  mundo de las cosas pequeñas porque la gran gran chaaaapis @tania_vargas está en su actualización de vida yaaaaaaay! Maiga te mando harto abrazo y lo más épico y genial del universo para ti, hoy y siempre !🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻party loca eveeer!🍾🎊🍾🎊🍾🎊🎉🎉🎉🎉🎊🎊🎊 url",NA
4347,3546,.@alexfuser me gustaría ser la primera Sith que pide inclusión al consejo Jedi. Ya url trans.,NP
171,171,"¿Por qué hay tantos homosexuales y lenchas en la carrera de QFB, aquí en la UAM? ¡¿PINCHES POR QUÉ?! 😵",P
4728,3927,"EEEEEEP! Nomás me asomo para compartir que la gente turbo bonita de @Amazonmex me invitó a ser parte de #QuienPompoAmazon

Y nada, me llena mucho el cora que se la jueguen por una persona trans :O

En eso.. pasenme sus mejores finds en Amazon, les leo. url",NP
6369,1208,"@piniramones 
¿porqué no has realizado el ""soy Mohamed y ya no soy rayado""?
Con tu genialidad la rompería.

(Si ya lo hiciste ahorita lo busco en inga loca)

Saludos maestro.",NA
1287,486,"Venga lenchas, trans, bisexualas, pansexualas, sáficas, disidentes, incidentes, todas mujeres diversas, es momento de visibilizar nuestras realidades y lo que nos ha cruzado durante esta pandemia. ¡Alcemos la voz! 💪🏽💜💚🧡💗

Participa y comparte 🔗: url url",NP
3164,2363,"@redmarker ¡pero eres hombre trans! Male-To-Male 

/@MarckPappas @soyalemendoza @PazkualG",NP
1890,1089,¿que si voy a vivir precariamente a través de mis conocidxs y familia q van a quedar en la más draga porque no me puse las pilas y no me he dedicado a mi drag para poder tener algo que valga la pena para audicionar en algún momento d mi vida? url,NP
2184,1383,"url ¿ahora que?
¡hay! Erickito.
Por que puedo, por quiero y por que se me da la gana.
#estilista #profesional #gay #boy
Soy mi propio estilista, y realmente profesional #monterreycity  #ciudaddelasmontañas url",NP
3776,2975,"@andrea_outon anda me lo mostraron hace nada, no lo he leído. PERO, va derechito a la lista.
Urgen más personajes trans (y no binarios) en los medios.",NP
1623,822,"ES : ¿Y en qué anda el mal llamado voto LGBT?  - Si bien es cierto en los últimos años el debate LGBT (lesbianas,... url",NP
218,218,"""@AlmaCulera: Los hombres dicen ""sólo fue sexo"" para no verse tan maricas.

Las mujeres dicen ""fue por amor"" para no verse tan putas.""",P
530,530,@Luisa_Vox Este tipejo es homosexual. Se odia èl mismo.,P
5333,172,Como inventamos cosas!!!!#amigasincondicionales #locas url,NA
3323,2522,"Pues yo ni de oro,  ni de plata; es más ni piñata. Yo más bien soy como dijera #Kinsey “Principalmente homosexual, con contactos heterosexuales esporádicos” 
😱😱😱😱😱😱😱😱😱
____
¿Quiénes son los Gays o lesbianas de oro? url via @soyhomosensual",NP
4399,3598,"Vaya año: aprobado cambio de nombre trans, matrimonio gay, adopción gay, gente trans gay y lesbiana en medios. 🌈",NP
3623,2822,Mi crónica; La vida gay de las telenovelas TAL COMO SOMOS url vía @YouTube,NP
6929,1768,"¡Y la afición se vuelve loca con la entrada de @AGuardado18! 🇲🇽🇲🇽🇲🇽

#SóloAzulYNegro",NA
5529,368,"@meltanfetamina What? Pues, nos seguimos* desde hace chingos no mames. Qué rara respuesta o no sé si es mecanismo de defensa o que onda. Que rarito/curioso que te hayas ido por el lado personal. To each its own I guess! 😅✌🏻",NA
4196,3395,"""Hay un momento en el que uno tiene que tratar de entender al otro, aunque el otro sea un monstruo"". Sigue leyendo la crónica aquí ⬇️url",NP
295,295,@xevtfm si puro joto andaba chupando caña,P
4865,4064,"@joferodco11 Solo.. que no se claven en el sufrimiento trans. Y ya, una comedia random. Donde no se diga ""mis padres no me aceptan"" o ""buenos días caballero"" (a una mujer trans).",NP
1630,829,Porque algunas lesbianas se graban sacando la lengua?,NP
4379,3578,"Padres que corren a sus hijos de casa por ser gay.. horrible

Cuando lo hacen en plena pandemia, da tantita chingos de rabia. url",NP
1146,345,Busco #casadosconhijos #casado #curiosos #bidex #Mayates #chacales #maduros #heteros para sólo #sexo MandenMD solo #placer #coger #diversion #discrecion #PuertoVallarta 💯 url,NP
5204,43,Pa' esa puta mierda ya no tengo tiempo.,NA
1852,1051,"Dicen que si no enseñas 🍑 no siguen creciendo, por si las dudas 😈
#ass #nalga #gay #onlyfans #colaboracion @MEXICOHOTGAY url",NP
436,436,@Sigfridoma @dan_sfn Ya ves!!!!! No dejas de ser el gordito sentimental de la@línea ofensiva jajaja QUE GAY!!!!!,P
5693,532,"@ArgeliaGL alto ahí loca, no retuitees eso 😂😂😂",NA
5240,79,"México hizo un 0800 de ""Infracción Transparente"" xq los inspectores de tránsito son todos unos ladrones hijos de puta. #UruguayEsElMejorPais",NA
3011,2210,"@angelcandiac Es normal, México vive una violencia sin precedentes (especialmente contra mujeres y miembros de la comunidad Trans), se vulneran derechos todos los días, y no hay prioridades claras por parte del Gobierno Federal. Si no queremos celebrar, reflexionemos sobre cómo ajustar rumbo.",NP
2308,1507,¿Cómo le digo a mi amigo que su novia es lesbiana? .___.,NP
6546,1385,"En la Gaceta Oficial del Distrito Federal No.1866 Bis, el día de hoy se publicó la Circular uno 2014 que menciona url",NA
2570,1769,@AliasCane en que el personaje es drag flamboyant y femenino estoy de acuerdo que los creadores se vieron pueblerinos. Pero se disculparon.,NP
6468,1307,@LuisCarlosSan @ngelvargas /. Tienes razón/ una disculpa. Que siga con sus aguas locas,NA
1621,820,Si ven a un homosexual a toda velocidad en su bici escuchando #august tronando la bocina… me saludan. url,NP
5519,358,Se que los tacos son una delicia Blabla pero la comida de eua es la que mas me vuelve loca😻😻,NA
4401,3600,@maberalv @earcos solo no olvides que el asesino que más se lleva gente Trans es la población Trans misma en suicidio. Por mala autoestima.,NP
2659,1858,"@freddier Manipular boomers al parecer es facil.

Hace unos años una agencia de RP confesó que fueron quienes se inventaron la leyenda que la gente trans es peligrosa en los baños url 

OBVIO mismo playbook con los videojuegos, violencia y boomers. url",NP
3947,3146,"Estuve en la presentación del libro ""el manual de la buena Lesbiana 2 "" de @anafrancismor  Eres lo máximo putín!!! url",NP
4725,3924,"@SirenasuicidaYT y no se, no me hiere que me digan hombre joto. Yo sé lo que soy, lo demás es meh

/@dan241990 @SailorJotaxia @MrsPimpTroll",NP
6060,899,"@AnaMierDeCilla7 Mami, eso ya está por demás.
Quién diablos se quedaría con una loca mamá coneja???",NA
3781,2980,"Los shows drag, las personas trans compitiendo en los deportes, las parejas del mismo género adoptando, las identidades de las personas no-binaries… nada de eso lastima a nadie. 

Pero los prejuicios en contra de ello si lastima a incontables personas LGBTQ+. #Orgullo",NP
5487,326,"Gio brandy dos tragos, ahora si tendrá más tiempo para disfrutar la vida loca",NA
2375,1574,"Día de la Solidaridad #Intersexual
8 de Noviembre 📌 @CONAPRED
🏳️‍🌈 #OMM 🐻
#Intersex #Intersexual #LGBTTTI url",NP
703,703,"@EzeTowers @_Anagantios_ Yo también, literal tiene lo peor de los dos lados de los jotos las tóxicas quesque de masculinas que no mandan cara y las jotillas liosas, y lo peor ni cogen jajaja",P
664,664,Mi @ConchitaWurstQue Pitos Toca En Los #GoldenGlobes??? Maldito Joto Feo!  url,P
4385,3584,La neta ser trans es decirle al dealer de cartas de la vida “barájame otra mano” url,NP
1182,381,"@TuirerLa @el_lonje_moco @CARLOSEES @chinito_chen13 @luisaguilerahmo @jalcantar @tonymarquezroon @CapJavierEnrikz @evegacea @OmarCardenass @GiOGleZ @andyfranco27 @arielvmachado @ulisespena Esdeque en Hermosillo seamos más incluyentes con los gay's, o no wera???",NP
2836,2035,"Les voy a enseñar un fino dato del discurso de odio.

La tasa de intento de suicidio entre gente trans es del 41%

Es aberrantemente alta y comprobado no tiene relación con nada interno trans sino con el como la gente nos trata. En esencia es “asesinato por presión de grupo”.",NP
4037,3236,"Gente: 
“¡Cómo molestan las trans con eso que un personaje trans lo tiene que actuar un trans. ¿Qué viene ahora?, ¿qué solo un nazi pueda actuar nazis?
¡Se llama actuación!! los actores pueden ser hasta árboles 

Mismas personas:
¡NO! BOND SOLO LO PUEDE ACTUAR UN BLANCO url",NP
1158,357,"Por fin saliste de tu escondite, mariquita",NP
5112,4311,"Transfobia. Una persona Trans que piensa ser Trans es horrible y por ende siente que tiene que ""pasar"". url",NP
5419,258,"@FrankkLM Ahora la puta juventus tiene suerte porque el tiro de hakan si lo hacen ellos es gol, siempre le digo a mi esposa cuando el milan falla como en la que bona tiro y estaban solos dos compañeros, esas la va a pagar el equipo y dicho y hecho",NA
4794,3993,"De paso, les dejo mi columna en @ViceMexico por si se la perdieron: ¡te caché, eres trans! url",NP
3029,2228,¿Ya lograron las feministas radicales trans excluyentes detener a las personas trans?,NP
5425,264,"@ManceraMiguelMX NO CERRARA EL ZOO, AUNQUE TENGA QUE ENCERRAR @tmullergarcia EN UNA JAULA VESTIDA DE ROSA url",NA
5196,35,"Si eres Aaron y tú mujer está embarazada, neta amigo, mejor aléjate. Está loca.",NA
5276,115,Acción en Terreno #BigData de #metadatos nuevas maneras de pensar la inteligencia comercial.. #BI,NA
1727,926,#stigmabase —  Se hace viral corto animado sobre pareja homosexual adolescente url,NP
2957,2156,"@husseinforzan @Kameo_Network @andysola @selene_pauluna @cordova_sports @mariamiamors @capibeltran @LuisElFurby @Fer_Gay @jmazpiroz Andaba ya tomadon cuando mandé la de esta semana.  Pero tranqui, hay torneo por url",NP
1619,818,Encontré la cuenta de Twitter de un amiguito de la facultad y sigue a una cuenta de porno de transexuales.,NP
4983,4182,"@maurismos A mi me intimida mucho el espacio gay. Mucho.

Nunca en mi vida tuve una vida LGBT+ hasta que salí del clóset y me he topado con un buen de vatos chidos, pero que asumen una sabe de maquillaje, moda, presentarse, joteo. No reconozco dragas y así.

No tengo ese nivel de cool pues.",NP
2548,1747,"@Lord_Asteroid @BeL_SR Porque un Monterrey sin homosexuales, ni se puede, qué no? :P",NP
5944,783,Eres tan PUTA que a ti se te desea un ANO Nuevo. 😗,NA
4364,3563,Que fuerte. Quieren derogar la ley trans en Madrid.. bajo el “feminismo” :( url,NP
5150,4349,México se compromete a no usar armas nucleares. ¿Y LA GENTE TRANS QUE SOMOS COMO ARMAS NUCLEARES DONDE QUEDAMOS ENTONCES??? url url,NP
149,149,@alexsuarez_23 Da tu tanda maricon,P
796,796,“@SandyTok_tv: 1hra de GYM y 1 hra de crossfit juntas no es de dios cansadisima vdd inche @beyafaby eres mariquita jaja nenita”tu eres gay,P
6730,1569,¿Cuál de estas presentadoras será la mejor vestida en los #PremiosTuMundo 2016?,NA
4814,4013,"@LastDragonMX @Dana_Corres de hecho si, son travestis. Solo que sin discriminación.",NP
313,313,@DDDoubleTrouble ¿Cuando van a subir vídeo? par de maricones 😇,P
3493,2692,Es que hasta insulta que le dediquen TANTA energía a decir que las mujeres “menos lo pueden” en esto del deporte trans. url,NP
2523,1722,"@Dittatore1 No hay pedo, conservador me morire, porque me gusta la tele fuerte, la cerveza fría y los homosexuales locas locas!!! CC @SimpsonitoMX",NP
6844,1683,"Muchos dicen q Victoria es una MiniMoni,mi versión morocha.Otros q es superMEZCLA Olivera/Ayos.Yo les llevo calma a sus hogares diciédoles:No se ANGUSTIEN!no me tendran x duplicado!Dos de mí:sería nocivo👉🏻🌎Así q aunq digan q es mi clon,les juro q esta chica no salió tan loca👑 url",NA
433,433,@Enfranjados_DC @RayValenciaT Y los supuestos audios que tenía. La agresión a los aficionados. Es todo un maricon ese Pepillo Hanan,P
2013,1212,"@Paajaro Yo si la veré por Cecilia Suárez, ahora que si serán casi casi lesbianas",NP
3265,2464,"@copyNinja__ @HaliaSol @khuriel Okay ya en gastos, el chiste completo. *** se pone su sombrero de standupera ***

Si su nombre es en inglés y/o es la versión corta de un nombre de poeta de hace 2 siglos o épico capitán de navío de la era del imperio francés.. 
o se llama Mateo, es hombre trans",NP
5475,314,@LaLicDelMal En todo caso sería Transformer no??? Jajajajajajaja,NA
2086,1285,Presentan exposición de #Bioética con temas de #transgénero #eutanásica #clonación y otros →url url,NP
4744,3943,@vindicari La expectativa de vida si eres trans (en mexico) es de 35 años,NP
3055,2254,"* @soyciguapa existe *

Chingos de activistas feministas radicales trans excluyentes: “SI PUEDE HACER ESTO”, “NO PUEDE HACER AQUELLO”, “OPINO QUE NO DEBERÍA”, “YO DECIDO, NO CIGUAPA”

* ciguapa.. sigue existiendo *",NP
1671,870,Contrae matrimonio primera pareja gay en San Cristóbal INFO; url,NP
1977,1176,No todos los afeminados son url #Esperakhe! url,NP
3616,2815,"Entre todo el ruido y la preocupación, leamos este hermoso retrato de paternidad y descubrimiento padre-hije en los momentos más vulnerables: la enfermedad y la adolescencia. Un ensayo de @J_Rodriguez_Z hoy en @postopinion_es
url",NP
6652,1491,"estuve tanto tiempo vestida de modernilla, que casi me dieron ganas de ir al corona capital.  #ysinembargoesunpañuelo url",NA
6878,1717,@estreiita2817 transformers y my little pony hasta el 1 de septiembre,NA
52,52,"@jimenice Capitan America es un marica, que cambio a Tony por su amigo asesino",P
5217,56,Se volvió loca la wajolota url,NA
5479,318,@GuillermoTrenti Tas loca,NA
4844,4043,Ophelia  ¡di lo tuyo! --&gt; * pone una bandera Trans para su fondo en la tele * url,NP
4782,3981,@DarkByteMX ves? Por eso digo que seria lindo que todo el mundo viera la gente trans como tu y yo. El mensaje de Jenner es muy útil para eso,NP
3370,2569,Jimmy Morales: cristiano evangélico -rechaza el aborto y el matrimonio gay- y le apoya por el ejercito url,NP
833,32,"@SoyLadyCorrales No te miento estoy cansada del ""es trans, pongamosle violines y pianos al fondo mientras habla"". Llevo 6 años de eso y ya.. ya.",NP
4075,3274,"@shuiflowers De hecho existe el problema que cuando una persona no binarie como Sam Smith le mencionan en medios, en inglés le respetan sus pronombres neutros “they” url

En español les vale verga y le dicen un muy retrógrada EL ES HOMBRE url",NP
5121,4320,Las identidades no binaries existen y resisten. url,NP
1582,781,"@catadoraoficia1 Uff que rico🤤

Te invito a seguirme y ver el material que tengo; todo es de chales, mayates o bisexuales caseros de Chiapas😈",NP
2832,2031,"Hoy se conmemora el Día Internacional por la despatologización de las identidades trans.
Conoce todas las identidades
¿Tú cuál eres? #Trans url",NP
1660,859,MWES -  Que incómodo que un gay te acose en el baño': Chatón url,NP
5270,109,"Lo más duro debió haber sido las burlas de todo aquel que pasaba y veía la construcción de un barco en medio de la nada. No sabemos si tenía cerca un mar o lago, pero quién querría semejante barco y para qué.

Debió haber sido de risa loca la idea de ""lluvia”.

Pero Noé siguió…",NA
1574,773,Gaby y yo bien maricas viendo la peli de terror jajaja,NP
1931,1130,"wey si hay un chingo de gente racista, transfobica, misogina, etc. dentro de la comunidad LGBTQ+ pero NO por eso vas a generalizar y decir que todos son así, y ser lesbiana no te hace superior si eso crees",NP
5641,480,"@tumbaburross @LaydaSansores Como es que estas personas llegan al poder??? Quien carajo vota por gente que está más loca que una cabra???
¿Les parece una persona normal?",NA
4838,4037,Un gran paso la ley que no criminaliza a parejas homosexuales en @GobDeCoahuila y se defiende su derecho a amar como y con quien se desee,NP
1831,1030,Facebook me acaba de bloquear por decirle joto a un amigo:(,NP
298,298,#MexicoVsDominicana como se ve q todo está arreglado para q México gane es falso y Rosique no seas puñal Mao guau no seas puto cabron,P
1971,1170,@AviescWho @BDvich O estoy muy url o las dragas hot estan muy amenas!!! ❤,NP
3210,2409,@NavarraFede @Le_Dudette Más bien haría la pregunta de por qué esas mismas personas excluyen a los hombres trans del debate del aborto.,NP
3207,2406,Miguel Mery candidato del PRI a la alcaldía de #Torreón acude a solicitar el apoyo de la comunidad gay de la… url,NP
2018,1217,"Y siguen sin creer que la edad max para una mujer trans es 30-35 años.
#MexicoAsesino 

¿Sentirán alivio esas personas que profesan discursos de odio cada que matan a otra mujer? url",NP
5463,302,@mayatitos @ocaro12 Los dos chaparritos. Yo sería el de en medio.,NA
1004,203,ES : La actriz Patricia Velasquez se declara lesbiana url,NP
1495,694,Primero lesbiana y ahora asexual,NP
6628,1467,"What?? Travis Knight (director de la fantástica Kubo and the two strings) dirigirá la cinta de Bumblebee de Transformers, ¡Si la quiero ver! url",NA
2442,1641,@VidalMartnez13 @JLozanoA Ya me alucinas mayate.. Jajaja,NP
3569,2768,wow el comercial de @Doritos_Mx q es un trip COCO #queer 🏳️‍🌈,NP
1706,905,"@erizuni Tengo súper imán con los ñoños, tetos, asexuales y espantados, estoy pagando algún especie de Karma 😝 Tuve que volver a las andadas",NP
4919,4118,"@alugeek Hay tantos transexuales como trillizos. No es ""incomprendido"" ni anormal o de zoológico. Les encanta ser sufridos.
@juanpabloproal",NP
6374,1213,@LAURAZAPATAM ja ja ja vieja loca,NA
3829,3028,"@AntBogarin una persona transexual le has de tratar como el sexo que se presenta. No hacerlo es magno insulto. Yo soy mujer.

/@pepefuentes",NP
3872,3071,"Es que miren, yo nací en el cuerpo equivocado. El cuerpo correcto que no tuve debió de haber traído por lo menos alas, una cola chida para cargar el celular y.. hmm. Escamas. Escamas rojas.

El caso, no nací así. Me tocó horrible. Y por eso soy trans.",NP
402,402,Pero quién coño iría a ver a este asqueroso travesti pitudo maullar? 😷 url,P
3019,2218,"@ArtemisRofocale Bueno. Nomas por aclarar, es porque no fue una chica bond. 
Fue una extra, aparece caminando en la alberca literal dos segundos.

Que creo vale la pena tener en radar también ya que mide la DIMENSIÓN de zafarrancho que hicieron por que una persona trans estuviera en un set.",NP
5639,478,"@danteserrat @JLozanoA Los chairos queremos a la chiva loca, pero en el bote",NA
5586,425,@ChumelTorres @letysahagun Transformers de los 80s,NA
6977,38,@CaroRuix ahhh no entonces es una amiga closetera mas !,P
5588,427,@Trafico_ZMG choque en periferico de norte a sur pasando vallarta entre un trailer y una unidad del trans publico,NA
3617,2816,¡Mire! Una mujer transgénero camino a Brazil para recibir un utero vía trasplante 🥰 url,NP
6423,1262,Confirmo. Es un puto Crack! url,NA
1984,1183,"Veo que apenas está de moda el estúpida mi pelo del joto ese, en Chiapas viven atrasados hasta en los vídeos viven 3 años arrasados.",NP
3637,2836,Diiiiigo. Ya que le entraron al meme del trans - bordador.,NP
4061,3260,"He pasado por varias personas en medicina que insistían rudo todo lo que me sucede en la vida es por “la transición” y “las hormonas”.

Así sea un brazo roto. “Es por ser trans”. url",NP
5035,4234,"No hay evidencia de ningún club homosexual en la época. 

Hablar de orgullo homosexual es un anacronismo social y cultural. 

No hay evidencia alguna de actividad homosexual de Maximiliano en México. Todo lo contrario.",NP
6066,905,"Amor tu me amas?
Si por que bebé?
Entonces por qué puta madre ves a otras viejas!
Cualquier parecido con la realidad es mera coincidencia
😓",NA
3479,2678,"@perra_amargada @sof_j Seh.

Añade que algunos de los conceptos de diversidad que manejamos son de literal .. AYER.

Literal Newsweek en 1995: HAY GENTE QUE NO ES GAY Y NO ES HETERO, SINO AMBAS. url",NP
6496,1335,Acá un artículo de ya casi 10 años del tema: url,NA
4819,4018,"No sé, me llena de orgullo ver a Valentina Fluchaire en @heraldodemexico en la tv. url

Talento trans ⚡️⚡️",NP
4079,3278,"@davidallegre Ay de acuerdo. 
Me da tannnnta pereza esta dinámica. Toda la dinámica de figuras públicas closeteros y closeteras.

LO QUE SE VE NO SE PREGUNTA. ES QUE PARA QUE TENEMOS QUE PONERLE A TODO ETIQUET🙄🙄🙄",NP
6988,49,"Psst, solo les quiero spoilerear la platica que estoy organizando (idea de @shaflores) para #CPMX7: Ciencia Trans. url",P
6262,1101,Alv la puta policía municipal,NA
2444,1643,"Soy 78,6% heterosexual, 0% homosexual, lo que me coloca en el cuadrante heterosexual. url vía @idr_labs",NP
2968,2167,"@Aieser3 @HectorTrejo @Cajadepeliculas @Fer_Gay @gaby_cam Siempre juntos, nunca injuntos",NP
2557,1756,"@ArtemisRofocale Se merece el cielo por su activismo. Y lo chida que es. Activistas mediáticas de hoy ni la mencionan (ha hablado de eso la Tula)

Pero creo es más importante recordarla como víctima del “pánico trans”. Una morra nada que ver random que la pusieron AL SOL para abusar el escándalo.",NP
5364,203,Con @rilobato para reírme un rato pues. (@ Cinépolis - @cinepolis for Transformers: Age of Extinction) url,NA
6855,1694,"@gardicha Jajajaja anda

La discriminación por zodiaco es real. La gente se pone muy rarita cuando les dices eres algunos signos zodiacales.",NA
6167,1006,Si la ven gritenle puta! url,NA
